"","OCC","MET2013","YEAR","MULTYEAR","SAMPLE","SERIAL","HHWT","DENSITY","MET2013ERR","METPOP10","OWNERSHP","OWNERSHPD","HHINCOME","PERWT","SEX","AGE","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","DEGFIELD","DEGFIELDD","DEGFIELD2","DEGFIELD2D","INCTOT","SEI","Metro","Occupation"
"11125123",4150,0,2022,2019,202203,2653244,25,235.3,0,110423,2,22,23883,24,2,24,1,100,0,0,7,71,0,0,0,0,919,15,"Not in identifiable area","Hosts and hostesses, restaurant, lounge, and coffee shop"
"13049137",5330,16980,2022,2020,202203,2200207,5,16893.1,2,9461105,1,13,226628,5,2,34,1,100,0,0,10,101,62,6203,0,0,113314,44,"Chicago-Naperville-Elgin, IL-IN-WI","Loan interviewers and clerks"
"3694551",0,40900,2022,2022,202203,981144,49,5988.6,1,2149127,2,22,115000,38,2,18,6,600,0,0,6,63,0,0,0,0,0,0,"Sacramento--Roseville--Arden-Arcade, CA","N/A (not applicable)"
"14215629",7200,0,2022,2021,202203,6929899,25,963.4,0,225666,1,12,88148,24,1,30,1,100,0,0,6,64,0,0,0,0,37832,19,"Not in identifiable area","Automotive service technicians and mechanics"
"3678053",0,36740,2022,2021,202203,1621747,42,4899.7,4,2134411,2,22,86473,33,1,15,7,700,3,300,2,26,0,0,0,0,0,0,"Orlando-Kissimmee-Sanford, FL","N/A (not applicable)"
"2671407",0,0,2022,2019,202203,6501976,12,1119.4,0,218705,1,13,166446,9,2,49,1,100,0,0,10,101,55,5507,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"2140319",0,0,2022,2022,202203,1976999,4,131.4,0,89895,1,12,70000,4,2,7,1,100,0,0,1,15,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"9469774",2700,16740,2022,2020,202203,4632237,76,2656.3,6,2217012,1,13,85892,96,1,18,1,100,0,0,6,65,0,0,0,0,340,60,"Charlotte-Concord-Gastonia, NC-SC","Actors"
"5335188",0,35620,2022,2020,202203,3934871,20,5270.8,2,19567410,0,0,9999999,20,1,62,1,100,0,0,7,71,0,0,0,0,0,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"3245429",0,26420,2022,2018,202203,5893553,58,468.3,3,5920416,1,13,139118,79,2,15,1,100,0,0,3,30,0,0,0,0,0,0,"Houston-The Woodlands-Sugar Land, TX","N/A (not applicable)"
"12101766",4720,0,2022,2022,202203,1931952,3,124.1,0,58192,0,0,9999999,3,2,19,1,100,0,0,7,71,0,0,0,0,4600,44,"Not in identifiable area","Cashiers"
"3604248",0,16980,2022,2022,202203,2284804,14,4656,3,9461105,1,12,59060,10,1,86,1,100,0,0,6,63,0,0,0,0,27700,0,"Chicago-Naperville-Elgin, IL-IN-WI","N/A (not applicable)"
"10850508",4030,17460,2022,2020,202203,4889483,6,6546.8,1,2077240,1,13,72748,8,2,31,2,200,0,0,0,2,0,0,0,0,16997,15,"Cleveland-Elyria, OH","Food preparation workers"
"5829608",0,40140,2022,2019,202203,550622,9,3408.8,1,4224851,1,13,124053,9,1,14,8,801,0,0,2,26,0,0,0,0,9999999,0,"Riverside-San Bernardino-Ontario, CA","N/A (not applicable)"
"7861748",850,37980,2022,2022,202203,5462249,14,3399.5,2,5965343,1,13,109100,14,2,78,1,100,0,0,7,71,0,0,0,0,109100,73,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Personal financial advisors"
"10988411",4110,38300,2022,2020,202203,5362755,31,1154.8,5,2356285,1,13,210141,21,2,17,1,100,0,0,5,50,0,0,0,0,9065,16,"Pittsburgh, PA","Waiters and waitresses"
"14762999",8710,26420,2022,2018,202203,5833428,66,7591.3,3,5920416,2,22,83003,67,1,55,1,100,1,100,6,63,0,0,0,0,29226,18,"Houston-The Woodlands-Sugar Land, TX","Cutting workers"
"8073136",1050,23580,2022,2019,202203,1817335,15,636.9,1,179684,1,13,281313,22,1,30,1,100,0,0,10,101,21,2102,0,0,45929,65,"Gainesville, GA","Computer support specialists"
"3386000",0,21340,2022,2019,202203,5976574,8,3325.3,2,804123,1,13,44436,8,1,49,1,100,0,0,8,81,0,0,0,0,44436,0,"El Paso, TX","N/A (not applicable)"
"4923538",0,38060,2022,2022,202203,265709,10,968,2,4192887,1,12,38700,11,2,81,1,100,0,0,11,114,23,2311,23,2313,38700,0,"Phoenix-Mesa-Scottsdale, AZ","N/A (not applicable)"
"8542324",2006,0,2022,2022,202203,1975197,18,2310.7,0,347611,2,22,25600,17,2,34,2,200,0,0,11,114,52,5200,0,0,25600,65,"Not in identifiable area","Counselors, all other"
"13723702",6200,0,2022,2018,202203,5826459,7,52.6,0,20173,0,0,9999999,7,1,28,1,100,4,413,4,40,0,0,0,0,52608,68,"Not in identifiable area","First-line supervisors of construction trades and extraction workers"
"8907470",2300,42660,2022,2019,202203,6668985,33,3558.4,1,3439809,2,22,58789,33,2,25,2,200,0,0,6,65,0,0,0,0,1378,72,"Seattle-Tacoma-Bellevue, WA","Preschool and kindergarten teachers"
"7405466",520,17820,2022,2018,202203,1082773,22,3693.3,1,645613,0,0,9999999,22,1,17,1,100,1,100,7,71,0,0,0,0,585,72,"Colorado Springs, CO","Wholesale and retail buyers, except farm products"
"6825536",205,0,2022,2020,202203,1136529,38,17.1,0,16732,1,13,140963,38,2,44,1,100,0,0,6,63,0,0,0,0,48725,14,"Not in identifiable area","Farmers, ranchers, and other agricultural managers"
"370679",0,45300,2022,2020,202203,1566416,5,4766.9,1,2783243,2,22,84306,11,2,0,8,801,2,200,0,1,0,0,0,0,9999999,0,"Tampa-St. Petersburg-Clearwater, FL","N/A (not applicable)"
"14932975",8990,0,2022,2021,202203,6579765,14,84.4,0,61764,1,12,64963,14,2,55,1,100,0,0,6,63,0,0,0,0,64963,18,"Not in identifiable area","Miscellaneous production workers, including equipment operators and tenders"
"11430764",4251,0,2022,2019,202203,157179,14,174.8,0,100242,0,0,9999999,14,1,30,3,315,0,0,7,71,0,0,0,0,14927,11,"Not in identifiable area","Landscaping and groundskeeping workers"
"10232996",3602,0,2022,2019,202203,6045340,4,204.1,0,100673,1,12,48455,8,2,36,1,100,0,0,6,65,0,0,0,0,0,13,"Not in identifiable area","Personal care aides"
"2314806",0,19740,2022,2021,202203,1159848,23,653.6,4,2543482,1,13,447714,24,1,43,1,100,0,0,11,114,62,6201,0,0,0,0,"Denver-Aurora-Lakewood, CO","N/A (not applicable)"
"8581526",2014,0,2022,2020,202203,3432005,4,101.6,0,53708,1,12,108555,5,2,69,1,100,0,0,10,101,54,5404,0,0,27762,64,"Not in identifiable area","Social workers, all other"
"10269316",3602,31080,2022,2019,202203,501340,1,6249.1,1,12828837,0,0,9999999,1,1,68,6,600,0,0,8,81,0,0,0,0,20898,13,"Los Angeles-Long Beach-Anaheim, CA","Personal care aides"
"791574",0,0,2022,2018,202203,376367,5,320.1,0,134623,1,12,107437,16,1,51,1,100,0,0,4,40,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"2878767",0,38860,2022,2019,202203,2822730,24,192.3,1,514098,1,13,31002,29,1,4,1,100,0,0,1,11,0,0,0,0,9999999,0,"Portland-South Portland, ME","N/A (not applicable)"
"9601483",2920,0,2022,2021,202203,6195870,9,82.9,0,36033,2,22,29185,8,2,25,1,100,0,0,6,65,0,0,0,0,29185,50,"Not in identifiable area","Television, video, and film camera operators and editors"
"14188732",7120,19380,2022,2021,202203,4959755,12,3656.3,1,799232,2,22,18646,12,1,59,1,100,0,0,6,65,0,0,0,0,18646,36,"Dayton, OH","Electronic home entertainment equipment installers and repairers"
"12479106",4850,38860,2022,2021,202203,2837063,8,192.3,1,514098,1,13,99444,8,1,40,1,100,0,0,10,101,60,6000,0,0,49722,47,"Portland-South Portland, ME","Sales representatives, wholesale and manufacturing"
"13023687",5300,19460,2022,2019,202203,39507,19,304,1,153829,1,13,55689,25,2,34,1,100,0,0,6,65,0,0,0,0,27557,44,"Decatur, AL","Hotel, motel, and resort desk clerks"
"7770183",800,39300,2022,2018,202203,2991723,13,6313,4,1600852,1,13,94460,13,2,50,8,801,0,0,6,65,0,0,0,0,73651,78,"Providence-Warwick, RI-MA","Accountants and auditors"
"1928436",0,11460,2022,2021,202203,3287437,8,4817.2,1,344791,1,12,243205,8,1,74,1,100,0,0,11,114,62,6200,0,0,170784,0,"Ann Arbor, MI","N/A (not applicable)"
"15182662",9130,40140,2022,2021,202203,881948,64,277.8,1,4224851,2,21,54046,64,2,27,7,700,1,100,6,63,0,0,0,0,17295,15,"Riverside-San Bernardino-Ontario, CA","Driver/sales workers and truck drivers"
"7703641",750,37980,2022,2018,202203,5254092,10,6611.3,2,5965343,1,12,101124,9,1,60,1,100,2,200,6,64,0,0,0,0,52608,66,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Business operations specialists, all other"
"12209375",4760,0,2022,2020,202203,3419241,3,50.1,0,26596,1,12,337676,1,2,68,1,100,0,0,7,71,0,0,0,0,21530,47,"Not in identifiable area","Retail salespersons"
"9278678",2400,16700,2022,2021,202203,5623866,26,416.1,1,664607,2,22,109172,25,1,25,1,100,0,0,10,101,21,2102,0,0,51884,68,"Charleston-North Charleston, SC","Archivists, curators, and museum technicians"
"14094413",6515,0,2022,2022,202203,1959545,4,318,0,84965,1,12,73600,4,1,68,1,100,0,0,6,63,0,0,0,0,45500,15,"Not in identifiable area","Roofers"
"9015937",2310,19820,2022,2022,202203,3357874,15,2390.2,3,4296250,1,13,195000,22,2,41,1,100,0,0,10,101,23,2300,0,0,75000,72,"Detroit-Warren-Dearborn, MI","Elementary and middle school teachers"
"9111072",2320,0,2022,2020,202203,6062665,34,52.6,0,20173,1,13,105382,28,2,74,1,100,0,0,10,101,23,2300,0,0,54391,72,"Not in identifiable area","Secondary school teachers"
"4853329",0,31900,2022,2019,202203,4846998,14,530.3,1,124475,1,12,94728,14,1,74,1,100,0,0,6,65,0,0,0,0,36284,0,"Mansfield, OH","N/A (not applicable)"
"10028150",3323,0,2022,2019,202203,3405520,3,103,0,57098,1,13,168788,3,1,39,1,100,0,0,8,81,0,0,0,0,94154,48,"Not in identifiable area","Radiologic technologists and technicians"
"5136997",0,35620,2022,2021,202203,4414012,7,27409.3,2,19567410,1,12,18484,10,1,86,7,700,4,460,4,40,0,0,0,0,13295,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"11138831",4200,33340,2022,2018,202203,6831748,20,4306.8,1,1555908,1,13,137061,20,1,61,1,100,1,100,6,63,0,0,0,0,90135,9,"Milwaukee-Waukesha-West Allis, WI","First-line supervisors of housekeeping and janitorial workers"
"9308687",2545,37980,2022,2020,202203,5390288,13,559.4,2,5965343,1,13,174504,13,2,43,1,100,0,0,8,81,0,0,0,0,15864,65,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Teaching assistants"
"4051763",0,19820,2022,2019,202203,3210603,25,5634.9,4,4296250,2,22,31232,32,1,38,2,200,0,0,5,50,0,0,0,0,0,0,"Detroit-Warren-Dearborn, MI","N/A (not applicable)"
"11768167",4700,41940,2022,2018,202203,400844,22,7395.7,4,1836911,1,13,149640,27,2,30,6,640,0,0,11,114,24,2412,0,0,23381,68,"San Jose-Sunnyvale-Santa Clara, CA","First-line supervisors of retail sales workers"
"14672511",8225,31080,2022,2018,202203,441661,35,10660.3,1,12828837,1,13,130818,35,1,61,7,700,1,100,2,23,0,0,0,0,63129,18,"Los Angeles-Long Beach-Anaheim, CA","Other metal workers and plastic workers"
"6538799",20,35620,2022,2021,202203,4381008,56,6305,2,19567410,1,13,183755,60,1,37,1,100,0,0,10,101,62,6201,0,0,183755,68,"New York-Newark-Jersey City, NY-NJ-PA","General and operations managers"
"1544",0,0,2022,2018,202203,1358465,12,571.6,0,367413,1,12,161330,12,2,15,1,100,0,0,3,30,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"15156751",9130,0,2022,2021,202203,5399743,14,235.9,0,372048,1,13,199969,12,1,54,1,100,0,0,6,63,0,0,0,0,99444,15,"Not in identifiable area","Driver/sales workers and truck drivers"
"3486127",0,27140,2022,2019,202203,3511241,18,233.7,5,567122,2,21,40302,19,2,61,1,100,0,0,6,64,0,0,0,0,23194,0,"Jackson, MS","N/A (not applicable)"
"14501491",7750,17300,2022,2020,202203,2673297,51,233.4,6,141615,2,22,91252,92,2,35,1,100,0,0,8,81,0,0,0,0,30595,18,"Clarksville, TN-KY","Other assemblers and fabricators"
"2752318",0,0,2022,2020,202203,6895420,8,307.3,0,86260,1,13,235127,7,1,8,1,100,0,0,1,14,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"11987319",4720,0,2022,2020,202203,3419204,6,50.1,0,26596,1,12,13598,5,2,72,1,100,0,0,6,63,0,0,0,0,13598,44,"Not in identifiable area","Cashiers"
"6411088",10,38900,2022,2021,202203,6749588,12,548.4,5,2226009,1,13,129709,11,1,57,1,100,0,0,10,101,14,1401,0,0,108091,68,"Portland-Vancouver-Hillsboro, OR-WA","Chief executives and legislators"
"12264383",4760,41860,2022,2022,202203,1056504,33,8111.4,1,4335391,2,22,239000,39,2,25,8,832,0,0,8,81,0,0,0,0,20000,47,"San Francisco-Oakland-Hayward, CA","Retail salespersons"
"4553214",0,12060,2022,2018,202203,1808610,69,2136.6,4,5286728,2,22,0,67,1,14,2,200,0,0,3,30,0,0,0,0,9999999,0,"Atlanta-Sandy Springs-Roswell, GA","N/A (not applicable)"
"7182990",440,19380,2022,2021,202203,4970421,28,876,1,799232,1,13,183755,26,1,43,1,100,0,0,11,114,24,2401,0,0,183755,68,"Dayton, OH","Other managers"
"15615083",9645,12060,2022,2021,202203,1907163,15,3598.4,4,5286728,1,12,190457,12,1,22,6,662,0,0,6,63,0,0,0,0,22915,44,"Atlanta-Sandy Springs-Roswell, GA","Stockers and order fillers"
"15440270",9620,36540,2022,2022,202203,3761771,27,2560.9,5,865350,1,13,95000,26,1,64,1,100,0,0,6,63,0,0,0,0,45000,8,"Omaha-Council Bluffs, NE-IA","Laborers and freight, stock, and material movers, hand"
"13340678",5740,0,2022,2020,202203,5082091,1,90.6,0,25426,1,12,42493,1,2,74,1,100,0,0,6,63,0,0,0,0,42493,61,"Not in identifiable area","Secretaries and administrative assistants, except legal, medical, and executive"
"4202196",0,47900,2022,2021,202203,2927735,7,2318.3,5,5636232,1,13,162137,6,1,2,1,100,0,0,0,1,0,0,0,0,9999999,0,"Washington-Arlington-Alexandria, DC-VA-MD-WV","N/A (not applicable)"
"5781104",0,42660,2022,2018,202203,6644163,13,2543.5,1,3439809,1,13,72482,13,1,9,1,100,0,0,1,15,0,0,0,0,9999999,0,"Seattle-Tacoma-Bellevue, WA","N/A (not applicable)"
"179534",0,0,2022,2020,202203,3617168,82,33.5,0,21287,1,12,63456,37,1,14,1,100,0,0,2,26,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"1014101",0,0,2022,2022,202203,5804745,38,118.4,0,33460,1,12,22100,38,2,93,1,100,0,0,6,63,0,0,0,0,8900,0,"Not in identifiable area","N/A (not applicable)"
"11583064",4521,36540,2022,2018,202203,2476923,38,217,6,214646,2,22,57284,38,2,36,1,100,0,0,6,63,0,0,0,0,23381,17,"Omaha-Council Bluffs, NE-IA","Manicurists and pedicurists"
"5355257",0,35620,2022,2020,202203,3955141,25,3248.5,2,19567410,1,13,311614,22,1,5,4,400,0,0,1,12,0,0,0,0,9999999,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"7067249",350,0,2022,2018,202203,4133218,21,386,0,52942,1,13,173021,18,2,37,1,100,0,0,11,114,62,6203,0,0,93525,46,"Not in identifiable area","Medical and health services managers"
"1682264",0,19820,2022,2021,202203,3297594,35,6331.1,4,4296250,1,12,66908,37,1,13,2,200,0,0,2,25,0,0,0,0,9999999,0,"Detroit-Warren-Dearborn, MI","N/A (not applicable)"
"7575939",705,14460,2022,2020,202203,3064091,14,19735.5,4,4552402,2,22,199433,12,2,21,1,100,0,0,7,71,0,0,0,0,39660,68,"Boston-Cambridge-Newton, MA-NH","Project management specialists"
"1156078",0,0,2022,2018,202203,3698451,2,92,0,27563,2,22,0,4,1,9,3,362,0,0,1,16,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"2176339",0,0,2022,2021,202203,5607701,96,121.4,0,43727,2,22,32752,37,2,6,2,200,0,0,1,12,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"627488",0,15180,2022,2022,202203,6260873,8,1172.7,1,406220,1,12,23700,9,2,70,7,700,1,100,6,64,0,0,0,0,5800,0,"Brownsville-Harlingen, TX","N/A (not applicable)"
"11910336",4710,45300,2022,2020,202203,1560978,10,3220.2,1,2783243,1,13,86119,10,1,56,1,100,0,0,6,65,0,0,0,0,74787,68,"Tampa-St. Petersburg-Clearwater, FL","First-line supervisors of non-retail sales workers"
"1313914",0,28140,2022,2020,202203,2584156,39,2120.1,5,2009342,1,13,135977,57,2,3,1,100,0,0,0,2,0,0,0,0,9999999,0,"Kansas City, MO-KS","N/A (not applicable)"
"12182575",4760,34980,2022,2018,202203,5700195,7,677,5,1670890,1,12,522710,6,2,53,1,100,0,0,11,114,23,2300,0,0,8230,47,"Nashville-Davidson--Murfreesboro--Franklin, TN","Retail salespersons"
"9012368",2310,0,2022,2021,202203,4682352,9,218.4,0,279610,1,12,55883,9,2,62,1,100,0,0,10,101,23,2304,0,0,432,72,"Not in identifiable area","Elementary and middle school teachers"
"14857172",8950,27140,2022,2019,202203,3506640,17,302.9,5,567122,1,12,46044,18,1,31,1,100,0,0,6,63,0,0,0,0,46044,8,"Jackson, MS","Helpers--production workers"
"11853081",4700,0,2022,2019,202203,3219619,29,123.3,0,126933,1,13,34447,29,2,29,1,100,0,0,6,63,0,0,0,0,34447,68,"Not in identifiable area","First-line supervisors of retail sales workers"
"10235212",3602,0,2022,2021,202203,6160901,11,69.6,0,39020,1,13,47128,15,2,31,1,100,0,0,6,64,0,0,0,0,5621,13,"Not in identifiable area","Personal care aides"
"5079219",0,41740,2022,2022,202203,1073719,15,3063.1,1,3095313,1,13,4600,15,2,77,1,100,0,0,10,101,61,6109,0,0,4600,0,"San Diego-Carlsbad, CA","N/A (not applicable)"
"13031701",5310,10580,2022,2022,202203,4474955,6,2484,4,870716,1,12,43530,6,1,74,1,100,0,0,6,63,0,0,0,0,16530,44,"Albany-Schenectady-Troy, NY","Interviewers, except eligibility and loan"
"2659572",0,0,2022,2019,202203,6497108,17,53.8,0,35552,1,12,86116,17,1,71,2,200,0,0,11,114,23,2314,0,0,86116,0,"Not in identifiable area","N/A (not applicable)"
"8291609",1440,47260,2022,2019,202203,6507637,20,3429.8,5,1676822,1,13,169936,19,1,48,2,200,0,0,10,101,25,2503,0,0,107932,82,"Virginia Beach-Norfolk-Newport News, VA-NC","Marine engineers and naval architects"
"14876085",8990,45780,2022,2018,202203,4777765,4,294.5,5,610001,1,13,75872,4,2,25,1,100,0,0,6,65,0,0,0,0,6430,18,"Toledo, OH","Miscellaneous production workers, including equipment operators and tenders"
"2398365",0,12580,2022,2022,202203,2962264,11,4834.8,3,2710489,2,22,59000,12,1,68,6,600,0,0,6,65,0,0,0,0,39000,0,"Baltimore-Columbia-Towson, MD","N/A (not applicable)"
"5807714",0,35620,2022,2019,202203,3897785,25,409.6,2,19567410,0,0,9999999,25,1,16,2,200,0,0,2,26,0,0,0,0,0,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"8393534",1560,0,2022,2019,202203,5289451,8,553.5,0,93015,1,13,130667,8,1,32,1,100,0,0,8,81,0,0,0,0,75553,48,"Not in identifiable area","Surveying and mapping technicians"
"3642387",0,31080,2022,2022,202203,1058768,24,3442.5,1,12828837,2,22,184000,23,2,2,1,100,0,0,0,1,0,0,0,0,9999999,0,"Los Angeles-Long Beach-Anaheim, CA","N/A (not applicable)"
"4594447",0,14860,2022,2018,202203,1209175,7,1371.2,1,916829,1,13,203300,8,2,64,1,100,0,0,11,114,23,2304,0,0,11691,0,"Bridgeport-Stamford-Norwalk, CT","N/A (not applicable)"
"3298468",0,30780,2022,2021,202203,319730,7,324.2,4,699757,1,12,64855,6,1,71,1,100,0,0,10,101,62,6203,0,0,38913,0,"Little Rock-North Little Rock-Conway, AR","N/A (not applicable)"
"4196405",0,47900,2022,2019,202203,6499651,47,1068.1,5,5636232,1,13,156272,50,1,15,6,610,0,0,4,40,0,0,0,0,0,0,"Washington-Arlington-Alexandria, DC-VA-MD-WV","N/A (not applicable)"
"1786816",0,0,2022,2021,202203,5425480,23,463.4,0,96997,1,13,1621,23,1,62,1,100,0,0,6,63,0,0,0,0,1621,0,"Not in identifiable area","N/A (not applicable)"
"7442440",540,38300,2022,2021,202203,5425221,44,1054.6,5,2356285,2,22,64855,45,1,53,1,100,0,0,11,114,24,2414,0,0,64855,66,"Pittsburgh, PA","Claims adjusters, appraisers, examiners, and investigators"
"3446004",0,10900,2022,2022,202203,4034795,13,646.8,1,821173,1,12,84200,13,1,77,1,100,0,0,2,26,0,0,0,0,24200,0,"Allentown-Bethlehem-Easton, PA-NJ","N/A (not applicable)"
"3828844",0,19740,2022,2022,202203,1201167,30,5237.1,4,2543482,1,13,315000,41,2,12,8,813,0,0,2,23,0,0,0,0,9999999,0,"Denver-Aurora-Lakewood, CO","N/A (not applicable)"
"6402157",10,0,2022,2022,202203,2308511,20,175.2,0,39848,2,22,76100,21,1,67,1,100,0,0,10,101,62,6203,0,0,76100,68,"Not in identifiable area","Chief executives and legislators"
"9733763",3160,31080,2022,2022,202203,1079847,11,3736.3,1,12828837,1,13,153000,11,1,48,6,600,0,0,11,114,24,2414,0,0,87000,58,"Los Angeles-Long Beach-Anaheim, CA","Physical therapists"
"3325053",0,0,2022,2019,202203,5659962,15,2599.4,0,228261,1,12,229643,12,1,9,2,200,0,0,1,15,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"105403",0,12580,2022,2019,202203,2882736,14,1255.1,3,2710489,1,13,292795,15,2,65,4,400,0,0,6,63,0,0,0,0,0,0,"Baltimore-Columbia-Towson, MD","N/A (not applicable)"
"10427401",3649,0,2022,2022,202203,3543498,24,158.3,0,32503,2,22,0,23,2,34,2,200,0,0,6,61,0,0,0,0,0,38,"Not in identifiable area","Phlebotomists"
"11649497",4600,35300,2022,2018,202203,1213319,13,4888,1,862477,2,22,23381,14,2,35,1,100,4,460,6,63,0,0,0,0,23381,26,"New Haven-Milford, CT","Childcare workers"
"3362755",0,41740,2022,2018,202203,465641,17,4393.3,1,3095313,2,22,0,17,2,8,7,700,1,100,1,14,0,0,0,0,9999999,0,"San Diego-Carlsbad, CA","N/A (not applicable)"
"5284921",0,45300,2022,2019,202203,1503523,10,814.9,1,2783243,1,12,21242,19,1,1,1,100,0,0,0,1,0,0,0,0,9999999,0,"Tampa-St. Petersburg-Clearwater, FL","N/A (not applicable)"
"2281232",0,12420,2022,2022,202203,6313917,30,643.6,3,1716289,1,12,9600,35,2,44,7,700,1,100,6,63,0,0,0,0,0,0,"Austin-Round Rock, TX","N/A (not applicable)"
"14165305",7000,24860,2022,2021,202203,5608234,31,636.2,5,824112,1,13,39345,32,1,64,1,100,0,0,6,63,0,0,0,0,17403,49,"Greenville-Anderson-Mauldin, SC","First-line supervisors of mechanics, installers, and repairers"
"838196",0,0,2022,2020,202203,2828824,10,45.1,0,43345,1,12,28555,10,1,61,1,100,0,0,7,71,0,0,0,0,20397,0,"Not in identifiable area","N/A (not applicable)"
"6112723",0,47260,2022,2018,202203,6472077,34,5270.5,5,1676822,2,22,8183,34,2,83,2,200,0,0,2,26,0,0,0,0,8183,0,"Virginia Beach-Norfolk-Newport News, VA-NC","N/A (not applicable)"
"8018613",1021,19780,2022,2018,202203,2478101,37,677.9,6,569633,2,22,96331,37,1,28,1,100,0,0,10,101,53,5301,0,0,47230,65,"Des Moines-West Des Moines, IA","Software developers"
"14749071",8620,47900,2022,2019,202203,6493833,28,134.6,5,1234820,1,12,229758,16,1,61,1,100,0,0,6,65,0,0,0,0,103340,47,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Water and wastewater treatment plant and system operators"
"7658687",726,17820,2022,2018,202203,1096497,11,3693.3,1,645613,1,13,58453,11,2,59,1,100,0,0,10,101,19,1901,0,0,58453,47,"Colorado Springs, CO","Fundraisers"
"2059348",0,14460,2022,2022,202203,3853852,24,544.7,3,1474090,1,13,110000,32,2,53,1,100,0,0,8,81,0,0,0,0,28900,0,"Boston-Cambridge-Newton, MA-NH","N/A (not applicable)"
